Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
1540,tt0199898,2017-04-25,2017-04-25,,Lao fu zi,https://www.imdb.com/title/tt0199898/,movie,4.7,104,2001,"Animation, Action",235,2001-04-05,Herman Yau
1541,tt0326107,2017-04-25,2017-04-25,,Satorare,https://www.imdb.com/title/tt0326107/,movie,6.5,128,2001,Drama,234,2001-03-17,Katsuyuki Motohiro
1542,tt0303990,2017-04-25,2017-04-25,,Family,https://www.imdb.com/title/tt0303990/,movie,5.9,111,2001,"Action, Crime",226,2001-03-10,Takashi Miike
1543,tt0270987,2017-04-25,2017-04-25,,Harikomi,https://www.imdb.com/title/tt0270987/,movie,4,79,2001,Drama,22,2001-01-20,Tetsuo Shinohara
1544,tt0389238,2017-04-25,2017-04-25,,Oshikiri,https://www.imdb.com/title/tt0389238/,movie,5.6,,2000,Horror,29,,Zenboku Sato
1545,tt0315836,2017-04-25,2017-04-25,,Black Jack II,https://www.imdb.com/title/tt0315836/,tvMovie,7.2,95,2000,Drama,8,2000-09-29,Yukihiko Tsutsumi
1546,tt0315837,2017-04-25,2017-04-25,,Black Jack III,https://www.imdb.com/title/tt0315837/,tvMovie,7.5,95,2001,Drama,6,2001-10-26,Yukihiko Tsutsumi
1547,tt0269600,2017-04-25,2017-04-25,,Nagisa,https://www.imdb.com/title/tt0269600/,movie,7,,2000,Drama,51,2000-06-10,Masaru Konuma
1548,tt0268996,2017-04-25,2017-04-25,,Bimil,https://www.imdb.com/title/tt0268996/,movie,5.7,105,2000,"Drama, Romance",156,2000-06-03,Ki-hyeong Park
1549,tt0242316,2017-04-25,2017-04-25,,Black Jack,https://www.imdb.com/title/tt0242316/,tvMovie,6.7,95,2000,Drama,40,2000-03-31,Yukihiko Tsutsumi
1550,tt0314661,2017-04-25,2017-04-25,,Shin otokogi: Kanketsu-hen,https://www.imdb.com/title/tt0314661/,movie,,124,2000,,,2000-03-11,Toshimi Kokubo
1551,tt0400817,2017-04-25,2017-04-25,,Shinsengumi,https://www.imdb.com/title/tt0400817/,movie,6.9,86,2000,"Action, Animation",16,2000-01-15,Kon Ichikawa
1552,tt0314944,2017-04-25,2017-04-25,,Zero Woman: Saigo no shirei,https://www.imdb.com/title/tt0314944/,movie,5.5,,1999,"Drama, Thriller",55,,Yasushi Saisyu
1553,tt2199733,2017-04-25,2017-04-25,,Zero ûman R: Keishichou 0-ka no onna yokubou no daishou,https://www.imdb.com/title/tt2199733/,movie,4.4,73,2007,"Drama, Mystery",49,2007-05-26,Ken'ichi Fujiwara
1554,tt0132019,2017-04-25,2017-04-25,,Cat's Eye,https://www.imdb.com/title/tt0132019/,movie,4.5,91,1997,"Action, Comedy",141,1997-08-30,Kaizô Hayashi
1555,tt0303743,2017-04-25,2017-04-25,,Tennen shôjo Man next: Yokohama hyaku-ya hen,https://www.imdb.com/title/tt0303743/,tvMovie,5.5,160,1999,"Action, Horror",108,1999-11-25,Takashi Miike
1556,tt0423180,2017-04-25,2017-04-25,,Shin'ya zôki,https://www.imdb.com/title/tt0423180/,short,,36,1999,"Horror, Short",,1999-09-16,Hiroki Yamaguchi
1557,tt0140883,2017-04-25,2017-04-25,,Casper Meets Wendy,https://www.imdb.com/title/tt0140883/,video,5.4,90,1998,"Animation, Adventure, Comedy, Family, Fantasy",5916,1998-09-08,Sean McNamara
1558,tt0118824,2017-04-25,2017-04-25,,Casper: A Spirited Beginning,https://www.imdb.com/title/tt0118824/,video,4.6,90,1997,"Animation, Comedy, Family, Fantasy, Horror",3217,1997-09-09,Sean McNamara
1559,tt0112642,2017-04-25,2017-04-25,,Casper,https://www.imdb.com/title/tt0112642/,movie,6.1,100,1995,"Comedy, Family, Fantasy",106372,1995-05-26,Brad Silberling
1560,tt0152403,2017-04-25,2017-04-25,,Shin dousei jidai,https://www.imdb.com/title/tt0152403/,tvMovie,,94,1998,Drama,,1998-04-03,"Masahiko Hinako, Masahiro Kunimoto"
1561,tt0381549,2017-04-25,2017-04-25,,Roberta,https://www.imdb.com/title/tt0381549/,movie,8.3,,1997,Drama,7,1997-12-31,Ike Jarlego Jr.
1562,tt0135649,2017-04-25,2017-04-25,,Shin sarariiman senka,https://www.imdb.com/title/tt0135649/,movie,,,1997,,,1997-11-22,Yûzô Asahara
1563,tt1583343,2017-04-25,2017-04-25,,O aftoheiras,https://www.imdb.com/title/tt1583343/,short,5.9,7,1997,Short,7,1997-09-15,Giannis Gaitanidis
1564,tt0166507,2017-04-25,2017-04-25,,Bigco 2: Return of the Mekk,https://www.imdb.com/title/tt0166507/,video,6.8,,1996,"Action, Comedy",13,,René Glas
1565,tt0229267,2017-04-25,2017-04-25,,Bôrei gakkyû,https://www.imdb.com/title/tt0229267/,video,5.5,70,1996,Horror,13,1996-11-22,Norio Tsuruta
1566,tt0314776,2017-04-25,2017-04-25,,Tennen shôjo Man,https://www.imdb.com/title/tt0314776/,video,,91,1996,,,1996-11-01,Takaaki Hashiguchi
1567,tt0166508,2017-04-25,2017-04-25,,Bigco: The Movie,https://www.imdb.com/title/tt0166508/,video,8.1,,1995,"Action, Comedy",13,,René Glas
1568,tt0304700,2017-04-25,2017-04-25,,Shin daisan no gokudô II,https://www.imdb.com/title/tt0304700/,video,5.7,85,1996,Drama,62,1996-03-20,Takashi Miike
1569,tt0304699,2017-04-25,2017-04-25,,Shin daisan no gokudô - boppatsu Kansai gokudô sensô,https://www.imdb.com/title/tt0304699/,video,5.9,86,1996,Drama,78,1996-01-20,Takashi Miike
1570,tt0163608,2017-04-25,2017-04-25,,Drifting School,https://www.imdb.com/title/tt0163608/,movie,4.7,90,1995,Action,59,,Junichi Mimura
1571,tt0889194,2017-04-25,2017-04-25,,Hana yori dango,https://www.imdb.com/title/tt0889194/,movie,6.7,78,1995,Romance,77,1995-08-19,Yasuyuki Kusuda
1572,tt0304457,2017-04-25,2017-04-25,,Naniwa yuukyôden,https://www.imdb.com/title/tt0304457/,video,6.5,101,1995,"Action, Comedy, Crime",211,1995-06-21,Takashi Miike
1573,tt0226228,2017-04-25,2017-04-25,,Nozokiya,https://www.imdb.com/title/tt0226228/,movie,,101,1995,,,1995-05-13,Tadafumi Tomioka
1574,tt0319860,2017-04-25,2017-04-25,,Migi muke hidari! Jieitai he ikô,https://www.imdb.com/title/tt0319860/,movie,,93,1995,,,1995-04-22,Kenji Tominaga
1575,tt0436076,2017-04-25,2017-04-25,,"Araw-araw, gabi-gabi",https://www.imdb.com/title/tt0436076/,movie,,,1995,Drama,,1995-02-14,Jose Javier Reyes
1576,tt0314257,2017-04-25,2017-04-25,,Karasu,https://www.imdb.com/title/tt0314257/,video,,92,1995,,,1995-02-10,Tsutomu Kashima
1577,tt0303877,2017-04-25,2017-04-25,,Daisan no gokudô,https://www.imdb.com/title/tt0303877/,video,6.1,93,1995,Action,37,1995-01-17,Takashi Miike
1578,tt0303783,2017-04-25,2017-04-25,,Bodigaado Kiba: Shura no mokushiroku,https://www.imdb.com/title/tt0303783/,video,4.8,64,1994,"Action, Crime",129,1994-10-28,Takashi Miike
1579,tt0110624,2017-04-25,2017-04-25,,Nan er dang ru zun,https://www.imdb.com/title/tt0110624/,movie,5.8,84,1994,"Comedy, Drama",37,1994-07-16,Gam-Lun Yuen
1580,tt0222813,2017-04-25,2017-04-25,,Bi bappu haisukuru,https://www.imdb.com/title/tt0222813/,movie,,,1994,,,1994-02-19,Kazuhiro Kiuchi
1581,tt0228983,2017-04-25,2017-04-25,,Umezu Kazuo terror,https://www.imdb.com/title/tt0228983/,movie,,,1993,,,,Hikari Hayakawa
1582,tt0204152,2017-04-25,2017-04-25,,Asunaro hakusho,https://www.imdb.com/title/tt0204152/,tvSeries,7.5,,1993,"Drama, Romance",59,1993-10-11,
1583,tt0425795,2017-04-25,2017-04-25,,Bulggot shoot tonki,https://www.imdb.com/title/tt0425795/,movie,,106,1993,"Family, Sport",,1993-08-03,Ki-pung Choi
1584,tt0402364,2017-04-25,2017-04-25,,Markadong hudas,https://www.imdb.com/title/tt0402364/,movie,7.3,,1993,"Action, Drama",6,1993-04-21,Eddie Rodriguez
1585,tt0335150,2017-04-25,2017-04-25,,Hiram na mukha,https://www.imdb.com/title/tt0335150/,movie,6.8,,1992,Drama,9,,Joel Lamangan
1586,tt0226038,2017-04-25,2017-04-25,,Kiekeboe: Het witte bloed,https://www.imdb.com/title/tt0226038/,movie,4.2,78,1992,"Comedy, Family, Fantasy",71,,"Herman Fabri, Johan Thiels"
1587,tt0104408,2017-04-25,2017-04-25,,Heiß - Kalt,https://www.imdb.com/title/tt0104408/,movie,,,1992,,,,Markus Fischer
1588,tt0216852,2017-04-25,2017-04-25,,Kachô Shima Kôsaku,https://www.imdb.com/title/tt0216852/,movie,,99,1992,,,1992-10-03,Kichitaro Negishi
1589,tt0440075,2017-04-25,2017-04-25,,Bad Boy II,https://www.imdb.com/title/tt0440075/,movie,6,,1992,"Action, Drama",6,1992-12-31,Bebong Osorio
1590,tt0440074,2017-04-25,2017-04-25,,Bad Boy,https://www.imdb.com/title/tt0440074/,movie,6.7,117,1990,"Action, Drama",11,1990-10-10,Eddie Rodriguez
1591,tt0304476,2017-04-25,2017-04-25,,Ningen kyôki: Ai to ikari no ringu,https://www.imdb.com/title/tt0304476/,video,6,71,1992,"Action, Adventure, Crime, Drama",27,1992-06-10,Takashi Miike
1592,tt0226999,2017-04-25,2017-04-25,,Maboroshi panti,https://www.imdb.com/title/tt0226999/,movie,5.6,,1991,,17,,Takafumi Nagamine
1593,tt0465533,2017-04-25,2017-04-25,,"Mainit, masarap... parang kaning isusubo",https://www.imdb.com/title/tt0465533/,movie,,,1991,"Drama, Romance",,1991-12-31,
1594,tt0499156,2017-04-25,2017-04-25,,Sisingilin ko ng dugo,https://www.imdb.com/title/tt0499156/,movie,,,1990,Action,,1990-11-01,Jose 'Kaka' Balagtas
1595,tt0480335,2017-04-25,2017-04-25,,Apoy sa lupang hinirang,https://www.imdb.com/title/tt0480335/,movie,,,1990,"Action, Drama",,1990-09-26,Mauro Gia Samonte
1596,tt0498146,2017-04-25,2017-04-25,,"Bato, lupa, putik",https://www.imdb.com/title/tt0498146/,movie,,,1990,Drama,,1990-08-30,Jose 'Kaka' Balagtas
1597,tt0373071,2017-04-25,2017-04-25,,Kristobal: Tinik sa korona,https://www.imdb.com/title/tt0373071/,movie,,,1990,Action,,1990-08-07,Francis Posadas
1598,tt0402352,2017-04-25,2017-04-25,,Machete: Istatwang buhay,https://www.imdb.com/title/tt0402352/,movie,6.6,,1990,"Fantasy, Thriller",8,1990-06-05,Mauro Gia Samonte
1599,tt0140345,2017-04-25,2017-04-25,,Machete II,https://www.imdb.com/title/tt0140345/,movie,7.6,,1994,Drama,8,,Mauro Gia Samonte
1600,tt0499145,2017-04-25,2017-04-25,,Lover's Delight,https://www.imdb.com/title/tt0499145/,movie,,,1990,Comedy,,1990-12-18,Junn P. Cabreira
1601,tt0387379,2017-04-25,2017-04-25,,Mana sa ina,https://www.imdb.com/title/tt0387379/,movie,,,1990,Drama,,1990-05-22,
1602,tt0497725,2017-04-25,2017-04-25,,Bala at rosaryo,https://www.imdb.com/title/tt0497725/,movie,3.4,118,1990,Action,5,1990-05-22,Pepe Marcos
1603,tt0134892,2017-04-25,2017-04-25,,Peesuke: Gatapishi monogatari,https://www.imdb.com/title/tt0134892/,movie,,103,1990,,,1990-05-12,Shuji Goto
1604,tt0467798,2017-04-25,2017-04-25,,Bihagin ang dalagang ito,https://www.imdb.com/title/tt0467798/,movie,6.8,,1989,"Comedy, Romance",6,1989-11-23,Emmanuel H. Borlaza
1605,tt0451638,2017-04-25,2017-04-25,,Ang babaeng nawawala sa sarili,https://www.imdb.com/title/tt0451638/,movie,8.2,,1989,"Horror, Romance",47,1989-10-04,Eddie Rodriguez
1606,tt0467180,2017-04-25,2017-04-25,,Galit sa mundo,https://www.imdb.com/title/tt0467180/,movie,,,1989,"Action, Drama",,1989-10-18,Nilo Saez
1607,tt0345745,2017-04-25,2017-04-25,,"Oras-oras, araw-araw",https://www.imdb.com/title/tt0345745/,movie,,116,1989,Drama,,1989-11-22,Emmanuel H. Borlaza
1608,tt0438137,2017-04-25,2017-04-25,,Kung tapos na ang kailanman,https://www.imdb.com/title/tt0438137/,movie,,,1990,Drama,,1990-02-08,Lino Brocka
1609,tt0466869,2017-04-25,2017-04-25,,Kokak,https://www.imdb.com/title/tt0466869/,movie,,,1989,"Drama, Fantasy, Romance",,1989-09-14,Leroy Salvador
1610,tt0466684,2017-04-25,2017-04-25,,Babayaran mo ng dugo,https://www.imdb.com/title/tt0466684/,movie,,,1989,"Action, Drama",,1989-09-07,Francis Posadas
1611,tt0466850,2017-04-25,2017-04-25,,Ipaglalaban ko,https://www.imdb.com/title/tt0466850/,movie,,,1989,"Action, Drama",,1989-07-27,Manuel 'Fyke' Cinco
1612,tt0376713,2017-04-25,2017-04-25,,Kung kasalanan man,https://www.imdb.com/title/tt0376713/,movie,,110,1989,Drama,,1989-06-21,Eddie Garcia
1613,tt0467027,2017-04-25,2017-04-25,,Tatak ng isang api,https://www.imdb.com/title/tt0467027/,movie,,,1989,Action,,1989-05-19,Augusto Salvador
1614,tt1975955,2017-04-25,2017-04-25,,Sokeri-Sakari,https://www.imdb.com/title/tt1975955/,tvMovie,,80,1989,,,1989-05-12,Jaakko Pyhälä
1615,tt0467114,2017-04-25,2017-04-25,,Valentina,https://www.imdb.com/title/tt0467114/,movie,8.5,,1989,"Action, Horror",41,1989-04-12,Santiago Garcia
1616,tt0423875,2017-04-25,2017-04-25,,Bondying: The Little Big Boy,https://www.imdb.com/title/tt0423875/,movie,8.6,,1989,Comedy,30,1989-02-18,Mike Relon Makiling
1617,tt0487724,2017-04-25,2017-04-25,,Pardina at ang mga duwende,https://www.imdb.com/title/tt0487724/,movie,7.2,,1989,"Comedy, Family, Fantasy, Romance",9,1989-02-15,Mike Relon Makiling
1618,tt0458724,2017-04-25,2017-04-25,,Gorio & Tekla,https://www.imdb.com/title/tt0458724/,movie,6,,1989,Comedy,6,1989-01-19,Luciano B. Carlos
1619,tt0475664,2017-04-25,2017-04-25,,Mula paa hanggang ulo,https://www.imdb.com/title/tt0475664/,movie,,,1989,Action,,1989-01-18,Joey Del Rosario
1620,tt0360731,2017-04-25,2017-04-25,,Ang lahat ng ito pati na ang langit,https://www.imdb.com/title/tt0360731/,movie,,,1989,Drama,,1989-01-11,Emmanuel H. Borlaza
1621,tt0412953,2017-04-25,2017-04-25,,Magkano ang iyong dangal?,https://www.imdb.com/title/tt0412953/,movie,,,1988,Drama,,1988-12-25,Laurice Guillen
1622,tt0458823,2017-04-25,2017-04-25,,"Lord, bakit ako pa?",https://www.imdb.com/title/tt0458823/,movie,,,1988,Drama,,1988-12-07,Artemio Marquez
1623,tt1977839,2017-04-25,2017-04-25,,Kärlekens bandvagn,https://www.imdb.com/title/tt1977839/,short,,22,1988,"Short, Drama",,1988-10-14,Christian Lindblad
1624,tt0360830,2017-04-25,2017-04-25,,Natutulog pa ang diyos?,https://www.imdb.com/title/tt0360830/,movie,6.4,,1988,Drama,11,1988-09-22,Lino Brocka
1625,tt0183795,2017-04-25,2017-04-25,,So What,https://www.imdb.com/title/tt0183795/,movie,7,98,1988,Drama,12,1988-07-16,Naoto Yamakawa
1626,tt0497225,2017-04-25,2017-04-25,,Isusumbong kita sa Diyos,https://www.imdb.com/title/tt0497225/,movie,,,1988,Drama,,1988-06-18,Emmanuel H. Borlaza
1627,tt0100433,2017-04-25,2017-04-25,,Las puertitas del señor López,https://www.imdb.com/title/tt0100433/,movie,5.8,95,1988,Comedy,54,1988-06-09,Alberto Fischerman
1628,tt0125444,2017-04-25,2017-04-25,,Nihon junjo-den okashina futari,https://www.imdb.com/title/tt0125444/,movie,,110,1988,,,1988-03-29,Nobuhiko Ôbayashi
1629,tt0374487,2017-04-25,2017-04-25,,Alabok sa ulap,https://www.imdb.com/title/tt0374487/,movie,,,1987,Drama,,1987-03-26,Leroy Salvador
1630,tt1006819,2017-04-25,2017-04-25,,Anak ng lupa,https://www.imdb.com/title/tt1006819/,movie,,,1987,"Action, Drama",,1987-03-11,Manuel 'Fyke' Cinco
1631,tt0456832,2017-04-25,2017-04-25,,Anomalya ni Andres de Saya,https://www.imdb.com/title/tt0456832/,movie,,,1986,Comedy,,1986-07-10,Carlo J. Caparas
1632,tt0089231,2017-04-25,2017-04-25,,Gros dégueulasse,https://www.imdb.com/title/tt0089231/,movie,4.3,88,1986,Comedy,102,1986-06-26,Bruno Zincone
1633,tt0384853,2017-04-25,2017-04-25,,Blusang itim,https://www.imdb.com/title/tt0384853/,movie,6.5,,1986,"Drama, Fantasy, Romance",6,1986-02-14,Emmanuel H. Borlaza
1634,tt0791100,2017-04-25,2017-04-25,,Akuma Shima no prince: Mittsu-me ga tooru,https://www.imdb.com/title/tt0791100/,tvMovie,7.3,85,1985,Animation,17,1985-08-25,Yûgo Serikawa
1635,tt0377485,2017-04-25,2017-04-25,,Beloved,https://www.imdb.com/title/tt0377485/,movie,8.7,112,1985,Drama,40,1985-06-27,Leroy Salvador
1636,tt0374763,2017-04-25,2017-04-25,,"Ina, kasusuklaman ba kita?",https://www.imdb.com/title/tt0374763/,movie,,,1985,Drama,,1985-06-20,Pio De Castro III
1637,tt0375031,2017-04-25,2017-04-25,,Sa dibdib ng Sierra Madre,https://www.imdb.com/title/tt0375031/,movie,,,1985,Action,,1985-03-21,
1638,tt0392115,2017-04-25,2017-04-25,,Hindi nahahati ang langit,https://www.imdb.com/title/tt0392115/,movie,7.8,,1985,Drama,16,1985-03-07,Mike De Leon
1639,tt0179647,2017-04-25,2017-04-25,,Aquaman,https://www.imdb.com/title/tt0179647/,tvShort,5.6,21,1984,Short,28,,"Jeff Klein, Thomas Farr"
1640,tt0428937,2017-04-25,2017-04-25,,Ang panday IV,https://www.imdb.com/title/tt0428937/,movie,5.7,,1984,"Action, Adventure, Fantasy",11,1984-12-25,Fernando Poe Jr.
1641,tt0422956,2017-04-25,2017-04-25,,Pieta: Ikalawang aklat,https://www.imdb.com/title/tt0422956/,movie,,,1984,"Action, Drama",,1984-09-15,Carlo J. Caparas
1642,tt0345106,2017-04-25,2017-04-25,,Dapat ka bang mahalin?,https://www.imdb.com/title/tt0345106/,movie,7.7,,1984,"Crime, Drama, Mystery, Romance, Thriller",9,1984-02-16,Emmanuel H. Borlaza
1643,tt0360527,2017-04-25,2017-04-25,,Dugong buhay,https://www.imdb.com/title/tt0360527/,movie,,119,1983,"Action, Drama, Thriller",,1983-11-11,Carlo J. Caparas
1644,tt0216918,2017-04-25,2017-04-25,,Miyuki,https://www.imdb.com/title/tt0216918/,movie,7.2,97,1983,"Drama, Romance",13,1983-09-16,Kazuyuki Izutsu
1645,tt0316784,2017-04-25,2017-04-25,,Toro Moreno,https://www.imdb.com/title/tt0316784/,short,,10,1982,"Short, Drama",,,Gérard Krawczyk
1646,tt0456286,2017-04-25,2017-04-25,,Andres de Saya Mabagsik na daw,https://www.imdb.com/title/tt0456286/,movie,,,1982,Comedy,,1982-09-30,Carlo J. Caparas
1647,tt0272012,2017-04-25,2017-04-25,,"Rocco, ang batang bato",https://www.imdb.com/title/tt0272012/,movie,6,90,1982,"Fantasy, Action, Comedy",27,1982-06-25,J. Erastheo Navoa
1648,tt0253868,2017-04-25,2017-04-25,,Mga uod at rosas,https://www.imdb.com/title/tt0253868/,movie,6.7,,1982,Drama,7,1982-05-20,Romy Suzara
1649,tt0474740,2017-04-25,2017-04-25,,Indio,https://www.imdb.com/title/tt0474740/,movie,,,1981,Action,,1981-12-25,Carlo J. Caparas
1650,tt0218197,2017-04-25,2017-04-25,,Fais gaffe à la gaffe!,https://www.imdb.com/title/tt0218197/,movie,3.5,85,1981,Comedy,80,1981-04-01,Paul Boujenah
1651,tt0865481,2017-04-25,2017-04-25,,Kamay ni Gilda,https://www.imdb.com/title/tt0865481/,movie,,,1981,Horror,,1981-02-06,Armando De Guzman
1652,tt1167659,2017-04-25,2017-04-25,,Nognog,https://www.imdb.com/title/tt1167659/,movie,,,1980,Comedy,,1980-12-12,Nilo Saez
1653,tt0441087,2017-04-25,2017-04-25,,Abenteuer mit den Abrafaxen,https://www.imdb.com/title/tt0441087/,tvMovie,,,1980,Comedy,,1980-12-07,Margot Schäfer
1654,tt0454064,2017-04-25,2017-04-25,,Andres de Saya,https://www.imdb.com/title/tt0454064/,movie,7.5,,1980,Comedy,6,1980-08-01,Angel Labra
1655,tt0474815,2017-04-25,2017-04-25,,Mong,https://www.imdb.com/title/tt0474815/,movie,,,1979,"Comedy, Sport",,1979-11-02,"Artemio Marquez, Carlo J. Caparas"
1656,tt0359193,2017-04-25,2017-04-25,,Durugin si Totoy Bato,https://www.imdb.com/title/tt0359193/,movie,,,1979,"Action, Drama, Sport",,1979-11-09,Armando A. Herrera
1657,tt0124988,2017-04-25,2017-04-25,,Atsay,https://www.imdb.com/title/tt0124988/,movie,7.1,96,1978,Drama,16,1978-12-25,Eddie Garcia
1658,tt1841843,2017-04-25,2017-04-25,,Spider-Man: Episode 0,https://www.imdb.com/title/tt1841843/,short,5,24,1978,"Short, Action, Sci-Fi",15,1978-12-31,
1659,tt0496993,2017-04-25,2017-04-25,,Roberta,https://www.imdb.com/title/tt0496993/,movie,,122,1979,Drama,,1979-01-26,Lauro Pacheco
1660,tt0293074,2017-04-25,2017-04-25,,"Darna, Kuno...?",https://www.imdb.com/title/tt0293074/,movie,7.2,,1979,"Action, Family, Fantasy, Comedy",13,1979-03-30,Luciano B. Carlos
1661,tt0292970,2017-04-25,2017-04-25,,Bira! Darna! Bira!,https://www.imdb.com/title/tt0292970/,movie,,,1979,"Action, Adventure, Fantasy",,1979-06-15,Tito Sanchez
1662,tt0474759,2017-04-25,2017-04-25,,Kambal sa uma,https://www.imdb.com/title/tt0474759/,movie,,,1979,"Drama, Fantasy",,1979-07-20,Joey Gosiengfiao
1663,tt1065116,2017-04-25,2017-04-25,,Sûpâ gun redei Wani Bunsho,https://www.imdb.com/title/tt1065116/,movie,5.7,96,1979,Action,40,1979-08-18,Chûsei Sone
1664,tt0073875,2017-04-25,2017-04-25,,Les vécés étaient fermés de l'intérieur,https://www.imdb.com/title/tt0073875/,movie,5.3,74,1976,"Comedy, Crime",406,1976-01-07,Patrice Leconte
1665,tt1339321,2017-04-25,2017-04-25,,Lao fu zi,https://www.imdb.com/title/tt1339321/,movie,6.5,86,1976,Comedy,15,1976-10-02,Chih-Hung Kuei
1666,tt0488850,2017-04-25,2017-04-25,,Oniwaban,https://www.imdb.com/title/tt0488850/,movie,6.6,86,1974,"Action, Horror, Mystery, Thriller",108,1974-12-31,Takashi Tsuboshima
1667,tt0328619,2017-04-25,2017-04-25,,Wakai kizoku-tachi: 13-kaidan no Maki,https://www.imdb.com/title/tt0328619/,movie,7.5,78,1975,"Action, Crime, Drama",20,1975-03-08,Makoto Naitô
1668,tt0222362,2017-04-25,2017-04-25,,Sa kagubatan ng lunsod,https://www.imdb.com/title/tt0222362/,movie,,,1975,,,1975-08-29,Arsenio Bautista
1669,tt1043734,2017-04-25,2017-04-25,,Mushukunin mikogami no jôkichi: Tasogare ni senko ga tonda,https://www.imdb.com/title/tt1043734/,movie,6.9,83,1973,Action,85,1973-12-31,Kazuo Ikehiro
1670,tt1074945,2017-04-25,2017-04-25,,Captain Barbell,https://www.imdb.com/title/tt1074945/,movie,,,1973,"Action, Comedy, Fantasy",,1973-12-22,Jose 'Pepe' Wenceslao
1671,tt0344866,2017-04-25,2017-04-25,,Ato ti Bondying,https://www.imdb.com/title/tt0344866/,movie,,,1973,"Comedy, Drama",,1973-09-13,Celso Ad. Castillo
1672,tt0949547,2017-04-25,2017-04-25,,Supergirl,https://www.imdb.com/title/tt0949547/,movie,5.7,,1973,"Action, Fantasy",18,1973-09-23,Howard Petersen
1673,tt0068194,2017-04-25,2017-04-25,,Le juge,https://www.imdb.com/title/tt0068194/,movie,4.7,92,1971,Western,19,1971-03-03,"Federico Chentrens, Jean Girault"
1674,tt0296885,2017-04-25,2017-04-25,,Süper adam,https://www.imdb.com/title/tt0296885/,movie,4.2,,1971,"Adventure, Fantasy, Sci-Fi",27,,Cavit Yürüklü
1675,tt0206629,2017-04-25,2017-04-25,,La chavalanthrope,https://www.imdb.com/title/tt0206629/,short,,10,1972,"Comedy, Short",,,Mario Ruspoli
1676,tt3959528,2017-04-25,2017-04-25,,Spider-Man,https://www.imdb.com/title/tt3959528/,short,5.2,11,1969,"Short, Action, Adventure, Drama, Fantasy, Sci-Fi, Thriller",26,1969-12-31,Donald F. Glut
1677,tt3959414,2017-04-25,2017-04-25,,Batman and Robin,https://www.imdb.com/title/tt3959414/,short,6,3,1964,"Short, Action, Adventure, Crime, Drama, Sci-Fi, Thriller",22,1964-12-31,Donald F. Glut
1678,tt3959314,2017-04-25,2017-04-25,,Superduperman,https://www.imdb.com/title/tt3959314/,short,4.4,5,1962,"Short, Action, Adventure, Comedy, Drama, Mystery, Sci-Fi, Thriller",5,1962-12-31,Donald F. Glut
1679,tt3959390,2017-04-25,2017-04-25,,Captain Marvel,https://www.imdb.com/title/tt3959390/,short,5.9,10,1962,"Short, Action, Adventure, Crime, Drama, Fantasy, Sci-Fi",106,1962-12-31,Donald F. Glut
1680,tt3959490,2017-04-25,2017-04-25,,The Human Torch,https://www.imdb.com/title/tt3959490/,short,,4,1963,"Short, Action, Adventure, Drama, Sci-Fi, Thriller",,1963-12-31,Donald F. Glut
1681,tt3960078,2017-04-25,2017-04-25,,Spy Smasher vs. The Purple Monster,https://www.imdb.com/title/tt3960078/,tvMiniSeries,6.2,13,1964,"Action, Adventure, Drama, Fantasy, Horror, Mystery, Sci-Fi, Thriller",5,1964-12-31,
1682,tt2254026,2017-04-25,2017-04-25,,Vengadora,https://www.imdb.com/title/tt2254026/,movie,,,1969,Drama,,1969-12-12,Emmanuel H. Borlaza
1683,tt0142360,2017-04-25,2017-04-25,,Hebi musume to hakuhatsuma,https://www.imdb.com/title/tt0142360/,movie,6,82,1968,"Fantasy, Horror",106,1968-01-01,Noriaki Yuasa
1684,tt2254004,2017-04-25,2017-04-25,,Bato sa bato: puso ni Gilda,https://www.imdb.com/title/tt2254004/,movie,,,1967,Drama,,1967-12-31,Ding M. De Jesus
1685,tt1190178,2017-04-25,2017-04-25,,Anak ng kidlat,https://www.imdb.com/title/tt1190178/,movie,,,1959,"Action, Sci-Fi",,1959-05-26,Mario Barri
1686,tt0370787,2017-04-25,2017-04-25,,Isinumpa,https://www.imdb.com/title/tt0370787/,movie,,,1959,Drama,,1959-11-01,Octavio Silos
1687,tt0382959,2017-04-25,2017-04-25,,Sazae-san no akachan tanjo,https://www.imdb.com/title/tt0382959/,movie,,86,1960,Comedy,,1960-02-28,Nobuo Aoyagi
1688,tt0362119,2017-04-25,2017-04-25,,Sazae-san to epuron obasan,https://www.imdb.com/title/tt0362119/,movie,,,1960,"Comedy, Drama, Family",,1960-12-25,Nobuo Aoyagi
1689,tt0379793,2017-04-25,2017-04-25,,Fuku no kami: Sazae-san ikka,https://www.imdb.com/title/tt0379793/,movie,,,1961,"Comedy, Drama, Family",,1961-03-28,Nobuo Aoyagi
1690,tt0375569,2017-04-25,2017-04-25,,Atomic no obon: Surimasuwayo no maki,https://www.imdb.com/title/tt0375569/,movie,,73,1961,Comedy,,1961-04-16,Kôzô Saeki
1691,tt0203322,2017-04-25,2017-04-25,,"Atomic no obon, onna oyabuntaiketsu no maki",https://www.imdb.com/title/tt0203322/,movie,,73,1961,Comedy,,1961-05-23,Kôzô Saeki
